Date,Home,Away,Game Number,Ballpark
2026-07-10,Pittsburgh Bears,Washington Aces 2,81,Pittsburgh Park
2026-07-08,Charlotte Storm,San Francisco Owls 2,79,Charlotte Park
2026-07-09,Charlotte Storm,San Francisco Owls 2,80,Charlotte Park
2026-07-10,Charlotte Storm,San Francisco Owls 2,81,Charlotte Park
2026-07-08,Denver Comets,New York Hawks 2,79,Denver Park
2026-07-09,Denver Comets,New York Hawks 2,80,Denver Park
2026-07-10,Denver Comets,New York Hawks 2,81,Denver Park
2026-07-08,Houston Knights,Detroit Bears 2,79,Houston Park
2026-07-09,Houston Knights,Detroit Bears 2,80,Houston Park
2026-07-10,Houston Knights,Detroit Bears 2,81,Houston Park
2026-07-08,Indianapolis Anchors,Cleveland Sharks 2,79,Indianapolis Park
2026-07-09,Indianapolis Anchors,Cleveland Sharks 2,80,Indianapolis Park
2026-07-10,Indianapolis Anchors,Cleveland Sharks 2,81,Indianapolis Park
2026-07-08,Milwaukee Giants,Tampa Pilots 2,79,Milwaukee Park
2026-07-09,Milwaukee Giants,Tampa Pilots 2,80,Milwaukee Park
2026-07-10,Milwaukee Giants,Tampa Pilots 2,81,Milwaukee Park
2026-07-08,Chicago Dragons,San Diego Falcons 2,79,Chicago Park
2026-07-09,Chicago Dragons,San Diego Falcons 2,80,Chicago Park
2026-07-10,Chicago Dragons,San Diego Falcons 2,81,Chicago Park
2026-07-08,Los Angeles Sharks,Atlanta Captains 2,79,Los Angeles Park
2026-07-09,Los Angeles Sharks,Atlanta Captains 2,80,Los Angeles Park
2026-07-10,Los Angeles Sharks,Atlanta Captains 2,81,Los Angeles Park
2026-07-08,Miami Aces,Philadelphia Knights 2,79,Miami Park
2026-07-09,Miami Aces,Philadelphia Knights 2,80,Miami Park
2026-07-10,Miami Aces,Philadelphia Knights 2,81,Miami Park
2026-07-08,Phoenix Hawks,Seattle Storm 2,79,Phoenix Park
2026-07-09,Phoenix Hawks,Seattle Storm 2,80,Phoenix Park
2026-07-10,Phoenix Hawks,Seattle Storm 2,81,Phoenix Park
2026-07-08,Kansas City Wolves,Boston Falcons,79,Kansas City Park
2026-07-09,Kansas City Wolves,Boston Falcons,80,Kansas City Park
2026-07-10,Kansas City Wolves,Boston Falcons,81,Kansas City Park
2026-07-08,Dallas Rockets,Minneapolis Guardians,79,Dallas Park
2026-07-09,Dallas Rockets,Minneapolis Guardians,80,Dallas Park
2026-07-10,Dallas Rockets,Minneapolis Guardians,81,Dallas Park
2026-07-12,Portland Captains,Nashville Foxes,82,Portland Park
2026-07-13,Portland Captains,Nashville Foxes,83,Portland Park
2026-07-14,Portland Captains,Nashville Foxes,84,Portland Park
2026-07-12,St. Louis Owls,Baltimore Pilots,82,St. Louis Park
2026-07-13,St. Louis Owls,Baltimore Pilots,83,St. Louis Park
2026-07-14,St. Louis Owls,Baltimore Pilots,84,St. Louis Park
2026-07-12,Washington Aces 2,Austin Stars,82,Washington Park
2026-07-13,Washington Aces 2,Austin Stars,83,Washington Park
2026-07-14,Washington Aces 2,Austin Stars,84,Washington Park
2026-07-12,San Francisco Owls 2,Toronto Lions,82,San Francisco Park
2026-07-13,San Francisco Owls 2,Toronto Lions,83,San Francisco Park
2026-07-14,San Francisco Owls 2,Toronto Lions,84,San Francisco Park
2026-07-12,New York Hawks 2,Pittsburgh Bears,82,New York Park
2026-07-13,New York Hawks 2,Pittsburgh Bears,83,New York Park
2026-07-14,New York Hawks 2,Pittsburgh Bears,84,New York Park
2026-07-12,Detroit Bears 2,Charlotte Storm,82,Detroit Park
2026-07-13,Detroit Bears 2,Charlotte Storm,83,Detroit Park
2026-07-14,Detroit Bears 2,Charlotte Storm,84,Detroit Park
2026-07-12,Cleveland Sharks 2,Denver Comets,82,Cleveland Park
2026-07-13,Cleveland Sharks 2,Denver Comets,83,Cleveland Park
2026-07-14,Cleveland Sharks 2,Denver Comets,84,Cleveland Park
2026-07-12,Tampa Pilots 2,Houston Knights,82,Tampa Park
2026-07-13,Tampa Pilots 2,Houston Knights,83,Tampa Park
2026-07-14,Tampa Pilots 2,Houston Knights,84,Tampa Park
2026-07-12,San Diego Falcons 2,Indianapolis Anchors,82,San Diego Park
2026-07-13,San Diego Falcons 2,Indianapolis Anchors,83,San Diego Park
2026-07-14,San Diego Falcons 2,Indianapolis Anchors,84,San Diego Park
2026-07-12,Atlanta Captains 2,Milwaukee Giants,82,Atlanta Park
2026-07-13,Atlanta Captains 2,Milwaukee Giants,83,Atlanta Park
2026-07-14,Atlanta Captains 2,Milwaukee Giants,84,Atlanta Park
2026-07-12,Philadelphia Knights 2,Chicago Dragons,82,Philadelphia Park
2026-07-13,Philadelphia Knights 2,Chicago Dragons,83,Philadelphia Park
2026-07-14,Philadelphia Knights 2,Chicago Dragons,84,Philadelphia Park
2026-07-12,Seattle Storm 2,Los Angeles Sharks,82,Seattle Park
2026-07-13,Seattle Storm 2,Los Angeles Sharks,83,Seattle Park
2026-07-14,Seattle Storm 2,Los Angeles Sharks,84,Seattle Park
2026-07-12,Boston Falcons,Miami Aces,82,Boston Park
2026-07-13,Boston Falcons,Miami Aces,83,Boston Park
2026-07-14,Boston Falcons,Miami Aces,84,Boston Park
2026-07-12,Minneapolis Guardians,Phoenix Hawks,82,Minneapolis Park
2026-07-13,Minneapolis Guardians,Phoenix Hawks,83,Minneapolis Park
2026-07-14,Minneapolis Guardians,Phoenix Hawks,84,Minneapolis Park
2026-07-12,Dallas Rockets,Kansas City Wolves,82,Dallas Park
2026-07-13,Dallas Rockets,Kansas City Wolves,83,Dallas Park
2026-07-14,Dallas Rockets,Kansas City Wolves,84,Dallas Park
2026-07-16,Nashville Foxes,St. Louis Owls,85,Nashville Park
2026-07-17,Nashville Foxes,St. Louis Owls,86,Nashville Park
2026-07-18,Nashville Foxes,St. Louis Owls,87,Nashville Park
2026-07-16,Portland Captains,Washington Aces 2,85,Portland Park
2026-07-17,Portland Captains,Washington Aces 2,86,Portland Park
2026-07-18,Portland Captains,Washington Aces 2,87,Portland Park
2026-07-16,Baltimore Pilots,San Francisco Owls 2,85,Baltimore Park
2026-07-17,Baltimore Pilots,San Francisco Owls 2,86,Baltimore Park
2026-07-18,Baltimore Pilots,San Francisco Owls 2,87,Baltimore Park
2026-07-16,Austin Stars,New York Hawks 2,85,Austin Park
2026-07-17,Austin Stars,New York Hawks 2,86,Austin Park
2026-07-18,Austin Stars,New York Hawks 2,87,Austin Park
2026-07-16,Toronto Lions,Detroit Bears 2,85,Toronto Park
2026-07-17,Toronto Lions,Detroit Bears 2,86,Toronto Park
2026-07-18,Toronto Lions,Detroit Bears 2,87,Toronto Park
2026-07-16,Pittsburgh Bears,Cleveland Sharks 2,85,Pittsburgh Park
2026-07-17,Pittsburgh Bears,Cleveland Sharks 2,86,Pittsburgh Park
2026-07-18,Pittsburgh Bears,Cleveland Sharks 2,87,Pittsburgh Park
2026-07-16,Charlotte Storm,Tampa Pilots 2,85,Charlotte Park
2026-07-17,Charlotte Storm,Tampa Pilots 2,86,Charlotte Park
2026-07-18,Charlotte Storm,Tampa Pilots 2,87,Charlotte Park
2026-07-16,Denver Comets,San Diego Falcons 2,85,Denver Park
2026-07-17,Denver Comets,San Diego Falcons 2,86,Denver Park
2026-07-18,Denver Comets,San Diego Falcons 2,87,Denver Park
2026-07-16,Houston Knights,Atlanta Captains 2,85,Houston Park
2026-07-17,Houston Knights,Atlanta Captains 2,86,Houston Park
2026-07-18,Houston Knights,Atlanta Captains 2,87,Houston Park
2026-07-16,Indianapolis Anchors,Philadelphia Knights 2,85,Indianapolis Park
2026-07-17,Indianapolis Anchors,Philadelphia Knights 2,86,Indianapolis Park
2026-07-18,Indianapolis Anchors,Philadelphia Knights 2,87,Indianapolis Park
2026-07-16,Milwaukee Giants,Seattle Storm 2,85,Milwaukee Park
2026-07-17,Milwaukee Giants,Seattle Storm 2,86,Milwaukee Park
2026-07-18,Milwaukee Giants,Seattle Storm 2,87,Milwaukee Park
2026-07-16,Chicago Dragons,Boston Falcons,85,Chicago Park
2026-07-17,Chicago Dragons,Boston Falcons,86,Chicago Park
2026-07-18,Chicago Dragons,Boston Falcons,87,Chicago Park
2026-07-16,Los Angeles Sharks,Minneapolis Guardians,85,Los Angeles Park
2026-07-17,Los Angeles Sharks,Minneapolis Guardians,86,Los Angeles Park
2026-07-18,Los Angeles Sharks,Minneapolis Guardians,87,Los Angeles Park
2026-07-16,Miami Aces,Dallas Rockets,85,Miami Park
2026-07-17,Miami Aces,Dallas Rockets,86,Miami Park
2026-07-18,Miami Aces,Dallas Rockets,87,Miami Park
2026-07-16,Phoenix Hawks,Kansas City Wolves,85,Phoenix Park
2026-07-17,Phoenix Hawks,Kansas City Wolves,86,Phoenix Park
2026-07-18,Phoenix Hawks,Kansas City Wolves,87,Phoenix Park
2026-07-20,Washington Aces 2,Nashville Foxes,88,Washington Park
2026-07-21,Washington Aces 2,Nashville Foxes,89,Washington Park
2026-07-22,Washington Aces 2,Nashville Foxes,90,Washington Park
2026-07-20,San Francisco Owls 2,St. Louis Owls,88,San Francisco Park
2026-07-21,San Francisco Owls 2,St. Louis Owls,89,San Francisco Park
2026-07-22,San Francisco Owls 2,St. Louis Owls,90,San Francisco Park
2026-07-20,New York Hawks 2,Portland Captains,88,New York Park
2026-07-21,New York Hawks 2,Portland Captains,89,New York Park
2026-07-22,New York Hawks 2,Portland Captains,90,New York Park
2026-07-20,Detroit Bears 2,Baltimore Pilots,88,Detroit Park
2026-07-21,Detroit Bears 2,Baltimore Pilots,89,Detroit Park
2026-07-22,Detroit Bears 2,Baltimore Pilots,90,Detroit Park
2026-07-20,Cleveland Sharks 2,Austin Stars,88,Cleveland Park
2026-07-21,Cleveland Sharks 2,Austin Stars,89,Cleveland Park
2026-07-22,Cleveland Sharks 2,Austin Stars,90,Cleveland Park
2026-07-20,Tampa Pilots 2,Toronto Lions,88,Tampa Park
2026-07-21,Tampa Pilots 2,Toronto Lions,89,Tampa Park
2026-07-22,Tampa Pilots 2,Toronto Lions,90,Tampa Park
2026-07-20,San Diego Falcons 2,Pittsburgh Bears,88,San Diego Park
2026-07-21,San Diego Falcons 2,Pittsburgh Bears,89,San Diego Park
2026-07-22,San Diego Falcons 2,Pittsburgh Bears,90,San Diego Park
2026-07-20,Atlanta Captains 2,Charlotte Storm,88,Atlanta Park
2026-07-21,Atlanta Captains 2,Charlotte Storm,89,Atlanta Park
2026-07-22,Atlanta Captains 2,Charlotte Storm,90,Atlanta Park
2026-07-20,Philadelphia Knights 2,Denver Comets,88,Philadelphia Park
2026-07-21,Philadelphia Knights 2,Denver Comets,89,Philadelphia Park
2026-07-22,Philadelphia Knights 2,Denver Comets,90,Philadelphia Park
2026-07-20,Seattle Storm 2,Houston Knights,88,Seattle Park
2026-07-21,Seattle Storm 2,Houston Knights,89,Seattle Park
2026-07-22,Seattle Storm 2,Houston Knights,90,Seattle Park
2026-07-20,Boston Falcons,Indianapolis Anchors,88,Boston Park
2026-07-21,Boston Falcons,Indianapolis Anchors,89,Boston Park
2026-07-22,Boston Falcons,Indianapolis Anchors,90,Boston Park
2026-07-20,Minneapolis Guardians,Milwaukee Giants,88,Minneapolis Park
2026-07-21,Minneapolis Guardians,Milwaukee Giants,89,Minneapolis Park
2026-07-22,Minneapolis Guardians,Milwaukee Giants,90,Minneapolis Park
2026-07-20,Dallas Rockets,Chicago Dragons,88,Dallas Park
2026-07-21,Dallas Rockets,Chicago Dragons,89,Dallas Park
2026-07-22,Dallas Rockets,Chicago Dragons,90,Dallas Park
2026-07-20,Kansas City Wolves,Los Angeles Sharks,88,Kansas City Park
2026-07-21,Kansas City Wolves,Los Angeles Sharks,89,Kansas City Park
2026-07-22,Kansas City Wolves,Los Angeles Sharks,90,Kansas City Park
2026-07-20,Phoenix Hawks,Miami Aces,88,Phoenix Park
2026-07-21,Phoenix Hawks,Miami Aces,89,Phoenix Park
2026-07-22,Phoenix Hawks,Miami Aces,90,Phoenix Park
2026-07-24,Nashville Foxes,San Francisco Owls 2,91,Nashville Park
2026-07-25,Nashville Foxes,San Francisco Owls 2,92,Nashville Park
2026-07-26,Nashville Foxes,San Francisco Owls 2,93,Nashville Park
2026-07-24,Washington Aces 2,New York Hawks 2,91,Washington Park
2026-07-25,Washington Aces 2,New York Hawks 2,92,Washington Park
2026-07-26,Washington Aces 2,New York Hawks 2,93,Washington Park
2026-07-24,St. Louis Owls,Detroit Bears 2,91,St. Louis Park
2026-07-25,St. Louis Owls,Detroit Bears 2,92,St. Louis Park
2026-07-26,St. Louis Owls,Detroit Bears 2,93,St. Louis Park
2026-07-24,Portland Captains,Cleveland Sharks 2,91,Portland Park
2026-07-25,Portland Captains,Cleveland Sharks 2,92,Portland Park
2026-07-26,Portland Captains,Cleveland Sharks 2,93,Portland Park
2026-07-24,Baltimore Pilots,Tampa Pilots 2,91,Baltimore Park
2026-07-25,Baltimore Pilots,Tampa Pilots 2,92,Baltimore Park
2026-07-26,Baltimore Pilots,Tampa Pilots 2,93,Baltimore Park
2026-07-24,Austin Stars,San Diego Falcons 2,91,Austin Park
2026-07-25,Austin Stars,San Diego Falcons 2,92,Austin Park
2026-07-26,Austin Stars,San Diego Falcons 2,93,Austin Park
2026-07-24,Toronto Lions,Atlanta Captains 2,91,Toronto Park
2026-07-25,Toronto Lions,Atlanta Captains 2,92,Toronto Park
2026-07-26,Toronto Lions,Atlanta Captains 2,93,Toronto Park
2026-07-24,Pittsburgh Bears,Philadelphia Knights 2,91,Pittsburgh Park
2026-07-25,Pittsburgh Bears,Philadelphia Knights 2,92,Pittsburgh Park
2026-07-26,Pittsburgh Bears,Philadelphia Knights 2,93,Pittsburgh Park
2026-07-24,Charlotte Storm,Seattle Storm 2,91,Charlotte Park
2026-07-25,Charlotte Storm,Seattle Storm 2,92,Charlotte Park
2026-07-26,Charlotte Storm,Seattle Storm 2,93,Charlotte Park
2026-07-24,Denver Comets,Boston Falcons,91,Denver Park
2026-07-25,Denver Comets,Boston Falcons,92,Denver Park
2026-07-26,Denver Comets,Boston Falcons,93,Denver Park
2026-07-24,Houston Knights,Minneapolis Guardians,91,Houston Park
2026-07-25,Houston Knights,Minneapolis Guardians,92,Houston Park
2026-07-26,Houston Knights,Minneapolis Guardians,93,Houston Park
2026-07-24,Indianapolis Anchors,Dallas Rockets,91,Indianapolis Park
2026-07-25,Indianapolis Anchors,Dallas Rockets,92,Indianapolis Park
2026-07-26,Indianapolis Anchors,Dallas Rockets,93,Indianapolis Park
2026-07-24,Milwaukee Giants,Kansas City Wolves,91,Milwaukee Park
2026-07-25,Milwaukee Giants,Kansas City Wolves,92,Milwaukee Park
2026-07-26,Milwaukee Giants,Kansas City Wolves,93,Milwaukee Park
2026-07-24,Chicago Dragons,Phoenix Hawks,91,Chicago Park
2026-07-25,Chicago Dragons,Phoenix Hawks,92,Chicago Park
2026-07-26,Chicago Dragons,Phoenix Hawks,93,Chicago Park
2026-07-24,Los Angeles Sharks,Miami Aces,91,Los Angeles Park
2026-07-25,Los Angeles Sharks,Miami Aces,92,Los Angeles Park
2026-07-26,Los Angeles Sharks,Miami Aces,93,Los Angeles Park
2026-07-28,New York Hawks 2,Nashville Foxes,94,New York Park
2026-07-29,New York Hawks 2,Nashville Foxes,95,New York Park
2026-07-30,New York Hawks 2,Nashville Foxes,96,New York Park
2026-07-28,Detroit Bears 2,San Francisco Owls 2,94,Detroit Park
2026-07-29,Detroit Bears 2,San Francisco Owls 2,95,Detroit Park
2026-07-30,Detroit Bears 2,San Francisco Owls 2,96,Detroit Park
2026-07-28,Cleveland Sharks 2,Washington Aces 2,94,Cleveland Park
2026-07-29,Cleveland Sharks 2,Washington Aces 2,95,Cleveland Park
2026-07-30,Cleveland Sharks 2,Washington Aces 2,96,Cleveland Park
2026-07-28,Tampa Pilots 2,St. Louis Owls,94,Tampa Park
2026-07-29,Tampa Pilots 2,St. Louis Owls,95,Tampa Park
2026-07-30,Tampa Pilots 2,St. Louis Owls,96,Tampa Park
2026-07-28,San Diego Falcons 2,Portland Captains,94,San Diego Park
2026-07-29,San Diego Falcons 2,Portland Captains,95,San Diego Park
2026-07-30,San Diego Falcons 2,Portland Captains,96,San Diego Park
2026-07-28,Atlanta Captains 2,Baltimore Pilots,94,Atlanta Park
2026-07-29,Atlanta Captains 2,Baltimore Pilots,95,Atlanta Park
2026-07-30,Atlanta Captains 2,Baltimore Pilots,96,Atlanta Park
2026-07-28,Philadelphia Knights 2,Austin Stars,94,Philadelphia Park
2026-07-29,Philadelphia Knights 2,Austin Stars,95,Philadelphia Park
2026-07-30,Philadelphia Knights 2,Austin Stars,96,Philadelphia Park
2026-07-28,Seattle Storm 2,Toronto Lions,94,Seattle Park
2026-07-29,Seattle Storm 2,Toronto Lions,95,Seattle Park
2026-07-30,Seattle Storm 2,Toronto Lions,96,Seattle Park
2026-07-28,Boston Falcons,Pittsburgh Bears,94,Boston Park
2026-07-29,Boston Falcons,Pittsburgh Bears,95,Boston Park
2026-07-30,Boston Falcons,Pittsburgh Bears,96,Boston Park
2026-07-28,Minneapolis Guardians,Charlotte Storm,94,Minneapolis Park
2026-07-29,Minneapolis Guardians,Charlotte Storm,95,Minneapolis Park
2026-07-30,Minneapolis Guardians,Charlotte Storm,96,Minneapolis Park
2026-07-28,Dallas Rockets,Denver Comets,94,Dallas Park
2026-07-29,Dallas Rockets,Denver Comets,95,Dallas Park
2026-07-30,Dallas Rockets,Denver Comets,96,Dallas Park
2026-07-28,Kansas City Wolves,Houston Knights,94,Kansas City Park
2026-07-29,Kansas City Wolves,Houston Knights,95,Kansas City Park
2026-07-30,Kansas City Wolves,Houston Knights,96,Kansas City Park
2026-07-28,Phoenix Hawks,Indianapolis Anchors,94,Phoenix Park
2026-07-29,Phoenix Hawks,Indianapolis Anchors,95,Phoenix Park
2026-07-30,Phoenix Hawks,Indianapolis Anchors,96,Phoenix Park
2026-07-28,Miami Aces,Milwaukee Giants,94,Miami Park
2026-07-29,Miami Aces,Milwaukee Giants,95,Miami Park
2026-07-30,Miami Aces,Milwaukee Giants,96,Miami Park
2026-07-28,Los Angeles Sharks,Chicago Dragons,94,Los Angeles Park
2026-07-29,Los Angeles Sharks,Chicago Dragons,95,Los Angeles Park
2026-07-30,Los Angeles Sharks,Chicago Dragons,96,Los Angeles Park
2026-08-01,Nashville Foxes,Detroit Bears 2,97,Nashville Park
2026-08-02,Nashville Foxes,Detroit Bears 2,98,Nashville Park
2026-08-03,Nashville Foxes,Detroit Bears 2,99,Nashville Park
2026-08-01,New York Hawks 2,Cleveland Sharks 2,97,New York Park
2026-08-02,New York Hawks 2,Cleveland Sharks 2,98,New York Park
2026-08-03,New York Hawks 2,Cleveland Sharks 2,99,New York Park
2026-08-01,San Francisco Owls 2,Tampa Pilots 2,97,San Francisco Park
2026-08-02,San Francisco Owls 2,Tampa Pilots 2,98,San Francisco Park
2026-08-03,San Francisco Owls 2,Tampa Pilots 2,99,San Francisco Park
2026-08-01,Washington Aces 2,San Diego Falcons 2,97,Washington Park
2026-08-02,Washington Aces 2,San Diego Falcons 2,98,Washington Park
2026-08-03,Washington Aces 2,San Diego Falcons 2,99,Washington Park
2026-08-01,St. Louis Owls,Atlanta Captains 2,97,St. Louis Park
2026-08-02,St. Louis Owls,Atlanta Captains 2,98,St. Louis Park
2026-08-03,St. Louis Owls,Atlanta Captains 2,99,St. Louis Park
2026-08-01,Portland Captains,Philadelphia Knights 2,97,Portland Park
2026-08-02,Portland Captains,Philadelphia Knights 2,98,Portland Park
2026-08-03,Portland Captains,Philadelphia Knights 2,99,Portland Park
2026-08-01,Baltimore Pilots,Seattle Storm 2,97,Baltimore Park
2026-08-02,Baltimore Pilots,Seattle Storm 2,98,Baltimore Park
2026-08-03,Baltimore Pilots,Seattle Storm 2,99,Baltimore Park
2026-08-01,Austin Stars,Boston Falcons,97,Austin Park
2026-08-02,Austin Stars,Boston Falcons,98,Austin Park
2026-08-03,Austin Stars,Boston Falcons,99,Austin Park
2026-08-01,Toronto Lions,Minneapolis Guardians,97,Toronto Park
2026-08-02,Toronto Lions,Minneapolis Guardians,98,Toronto Park
2026-08-03,Toronto Lions,Minneapolis Guardians,99,Toronto Park
2026-08-01,Pittsburgh Bears,Dallas Rockets,97,Pittsburgh Park
2026-08-02,Pittsburgh Bears,Dallas Rockets,98,Pittsburgh Park
2026-08-03,Pittsburgh Bears,Dallas Rockets,99,Pittsburgh Park
2026-08-01,Charlotte Storm,Kansas City Wolves,97,Charlotte Park
2026-08-02,Charlotte Storm,Kansas City Wolves,98,Charlotte Park
2026-08-03,Charlotte Storm,Kansas City Wolves,99,Charlotte Park
2026-08-01,Denver Comets,Phoenix Hawks,97,Denver Park
2026-08-02,Denver Comets,Phoenix Hawks,98,Denver Park
2026-08-03,Denver Comets,Phoenix Hawks,99,Denver Park
2026-08-01,Houston Knights,Miami Aces,97,Houston Park
2026-08-02,Houston Knights,Miami Aces,98,Houston Park
2026-08-03,Houston Knights,Miami Aces,99,Houston Park
2026-08-01,Indianapolis Anchors,Los Angeles Sharks,97,Indianapolis Park
2026-08-02,Indianapolis Anchors,Los Angeles Sharks,98,Indianapolis Park
2026-08-03,Indianapolis Anchors,Los Angeles Sharks,99,Indianapolis Park
2026-08-01,Milwaukee Giants,Chicago Dragons,97,Milwaukee Park
2026-08-02,Milwaukee Giants,Chicago Dragons,98,Milwaukee Park
2026-08-03,Milwaukee Giants,Chicago Dragons,99,Milwaukee Park
2026-08-05,Cleveland Sharks 2,Nashville Foxes,100,Cleveland Park
2026-08-06,Cleveland Sharks 2,Nashville Foxes,101,Cleveland Park
2026-08-07,Cleveland Sharks 2,Nashville Foxes,102,Cleveland Park
2026-08-05,Tampa Pilots 2,Detroit Bears 2,100,Tampa Park
2026-08-06,Tampa Pilots 2,Detroit Bears 2,101,Tampa Park
2026-08-07,Tampa Pilots 2,Detroit Bears 2,102,Tampa Park
2026-08-05,San Diego Falcons 2,New York Hawks 2,100,San Diego Park
2026-08-06,San Diego Falcons 2,New York Hawks 2,101,San Diego Park
2026-08-07,San Diego Falcons 2,New York Hawks 2,102,San Diego Park
2026-08-05,Atlanta Captains 2,San Francisco Owls 2,100,Atlanta Park
2026-08-06,Atlanta Captains 2,San Francisco Owls 2,101,Atlanta Park
2026-08-07,Atlanta Captains 2,San Francisco Owls 2,102,Atlanta Park
2026-08-05,Philadelphia Knights 2,Washington Aces 2,100,Philadelphia Park
2026-08-06,Philadelphia Knights 2,Washington Aces 2,101,Philadelphia Park
2026-08-07,Philadelphia Knights 2,Washington Aces 2,102,Philadelphia Park
2026-08-05,Seattle Storm 2,St. Louis Owls,100,Seattle Park
2026-08-06,Seattle Storm 2,St. Louis Owls,101,Seattle Park
2026-08-07,Seattle Storm 2,St. Louis Owls,102,Seattle Park
2026-08-05,Boston Falcons,Portland Captains,100,Boston Park
2026-08-06,Boston Falcons,Portland Captains,101,Boston Park
2026-08-07,Boston Falcons,Portland Captains,102,Boston Park
2026-08-05,Minneapolis Guardians,Baltimore Pilots,100,Minneapolis Park
2026-08-06,Minneapolis Guardians,Baltimore Pilots,101,Minneapolis Park
2026-08-07,Minneapolis Guardians,Baltimore Pilots,102,Minneapolis Park
2026-08-05,Dallas Rockets,Austin Stars,100,Dallas Park
2026-08-06,Dallas Rockets,Austin Stars,101,Dallas Park
2026-08-07,Dallas Rockets,Austin Stars,102,Dallas Park
2026-08-05,Kansas City Wolves,Toronto Lions,100,Kansas City Park
2026-08-06,Kansas City Wolves,Toronto Lions,101,Kansas City Park
2026-08-07,Kansas City Wolves,Toronto Lions,102,Kansas City Park
2026-08-05,Phoenix Hawks,Pittsburgh Bears,100,Phoenix Park
2026-08-06,Phoenix Hawks,Pittsburgh Bears,101,Phoenix Park
2026-08-07,Phoenix Hawks,Pittsburgh Bears,102,Phoenix Park
2026-08-05,Miami Aces,Charlotte Storm,100,Miami Park
2026-08-06,Miami Aces,Charlotte Storm,101,Miami Park
2026-08-07,Miami Aces,Charlotte Storm,102,Miami Park
2026-08-05,Los Angeles Sharks,Denver Comets,100,Los Angeles Park
2026-08-06,Los Angeles Sharks,Denver Comets,101,Los Angeles Park
2026-08-07,Los Angeles Sharks,Denver Comets,102,Los Angeles Park
2026-08-05,Chicago Dragons,Houston Knights,100,Chicago Park
2026-08-06,Chicago Dragons,Houston Knights,101,Chicago Park
2026-08-07,Chicago Dragons,Houston Knights,102,Chicago Park
2026-08-05,Milwaukee Giants,Indianapolis Anchors,100,Milwaukee Park
2026-08-06,Milwaukee Giants,Indianapolis Anchors,101,Milwaukee Park
2026-08-07,Milwaukee Giants,Indianapolis Anchors,102,Milwaukee Park
2026-08-09,Nashville Foxes,Tampa Pilots 2,103,Nashville Park
2026-08-10,Nashville Foxes,Tampa Pilots 2,104,Nashville Park
2026-08-11,Nashville Foxes,Tampa Pilots 2,105,Nashville Park
2026-08-09,Cleveland Sharks 2,San Diego Falcons 2,103,Cleveland Park
2026-08-10,Cleveland Sharks 2,San Diego Falcons 2,104,Cleveland Park
2026-08-11,Cleveland Sharks 2,San Diego Falcons 2,105,Cleveland Park
2026-08-09,Detroit Bears 2,Atlanta Captains 2,103,Detroit Park
2026-08-10,Detroit Bears 2,Atlanta Captains 2,104,Detroit Park
2026-08-11,Detroit Bears 2,Atlanta Captains 2,105,Detroit Park
2026-08-09,New York Hawks 2,Philadelphia Knights 2,103,New York Park
2026-08-10,New York Hawks 2,Philadelphia Knights 2,104,New York Park
2026-08-11,New York Hawks 2,Philadelphia Knights 2,105,New York Park
2026-08-09,San Francisco Owls 2,Seattle Storm 2,103,San Francisco Park
2026-08-10,San Francisco Owls 2,Seattle Storm 2,104,San Francisco Park
2026-08-11,San Francisco Owls 2,Seattle Storm 2,105,San Francisco Park
2026-08-09,Washington Aces 2,Boston Falcons,103,Washington Park
2026-08-10,Washington Aces 2,Boston Falcons,104,Washington Park
2026-08-11,Washington Aces 2,Boston Falcons,105,Washington Park
2026-08-09,St. Louis Owls,Minneapolis Guardians,103,St. Louis Park
2026-08-10,St. Louis Owls,Minneapolis Guardians,104,St. Louis Park
2026-08-11,St. Louis Owls,Minneapolis Guardians,105,St. Louis Park
2026-08-09,Portland Captains,Dallas Rockets,103,Portland Park
2026-08-10,Portland Captains,Dallas Rockets,104,Portland Park
2026-08-11,Portland Captains,Dallas Rockets,105,Portland Park
2026-08-09,Baltimore Pilots,Kansas City Wolves,103,Baltimore Park
2026-08-10,Baltimore Pilots,Kansas City Wolves,104,Baltimore Park
2026-08-11,Baltimore Pilots,Kansas City Wolves,105,Baltimore Park
2026-08-09,Austin Stars,Phoenix Hawks,103,Austin Park
2026-08-10,Austin Stars,Phoenix Hawks,104,Austin Park
2026-08-11,Austin Stars,Phoenix Hawks,105,Austin Park
2026-08-09,Toronto Lions,Miami Aces,103,Toronto Park
2026-08-10,Toronto Lions,Miami Aces,104,Toronto Park
2026-08-11,Toronto Lions,Miami Aces,105,Toronto Park
2026-08-09,Pittsburgh Bears,Los Angeles Sharks,103,Pittsburgh Park
2026-08-10,Pittsburgh Bears,Los Angeles Sharks,104,Pittsburgh Park
2026-08-11,Pittsburgh Bears,Los Angeles Sharks,105,Pittsburgh Park
2026-08-09,Charlotte Storm,Chicago Dragons,103,Charlotte Park
2026-08-10,Charlotte Storm,Chicago Dragons,104,Charlotte Park
2026-08-11,Charlotte Storm,Chicago Dragons,105,Charlotte Park
2026-08-09,Denver Comets,Milwaukee Giants,103,Denver Park
2026-08-10,Denver Comets,Milwaukee Giants,104,Denver Park
2026-08-11,Denver Comets,Milwaukee Giants,105,Denver Park
2026-08-09,Houston Knights,Indianapolis Anchors,103,Houston Park
2026-08-10,Houston Knights,Indianapolis Anchors,104,Houston Park
